Date,Name,Position,Seniority,Location,Studio,Client Tag,Project Tag,Team Name,Engagement,Leader Name,Engagement Group
2023-02-02,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.53,Valeria Ponce,4
2023-02-03,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.53,Valeria Ponce,4
2023-02-07,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,0.0,Valeria Ponce,0
2023-02-08,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,0.53,Valeria Ponce,1
2023-02-09,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.53,Valeria Ponce,4
2023-02-10,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.53,Valeria Ponce,4
2023-02-13,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.89,Valeria Ponce,3
2023-02-14,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.36,Valeria Ponce,4
2023-02-15,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.83,Valeria Ponce,2
2023-02-16,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.52,Valeria Ponce,4
2023-02-17,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.83,Valeria Ponce,2
2023-02-20,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.55,Valeria Ponce,2
2023-02-21,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.9,Valeria Ponce,3
2023-02-22,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.58,Valeria Ponce,2
2023-02-23,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.06,Valeria Ponce,3
2023-02-24,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.27,Valeria Ponce,3
2023-02-27,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.61,Valeria Ponce,2
2023-02-28,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.24,Valeria Ponce,3
2023-03-01,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.09,Valeria Ponce,3
2023-03-02,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.17,Valeria Ponce,3
2023-03-03,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.61,Valeria Ponce,2
2023-03-06,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.37,Valeria Ponce,4
2023-03-07,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.37,Valeria Ponce,4
2023-03-08,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.29,Valeria Ponce,3
2023-03-09,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.69,Valeria Ponce,2
2023-03-10,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.18,Valeria Ponce,3
2023-03-13,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.28,Valeria Ponce,3
2023-03-14,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.3,Valeria Ponce,4
2023-03-15,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.95,Valeria Ponce,3
2023-03-16,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.43,Valeria Ponce,4
2023-03-17,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.11,Valeria Ponce,3
2023-03-21,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.01,Valeria Ponce,3
2023-03-22,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.9,Valeria Ponce,3
2023-03-23,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.82,Valeria Ponce,2
2023-03-24,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.87,Valeria Ponce,2
2023-03-27,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.35,Valeria Ponce,4
2023-03-28,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.45,Valeria Ponce,4
2023-03-29,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.71,Valeria Ponce,2
2023-03-30,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.6,Valeria Ponce,2
2023-03-31,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.47,Valeria Ponce,4
2023-04-03,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.89,Valeria Ponce,3
2023-04-04,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.87,Valeria Ponce,2
2023-04-05,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.33,Valeria Ponce,4
2023-04-06,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.28,Valeria Ponce,3
2023-04-10,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.59,Valeria Ponce,2
2023-04-11,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.49,Valeria Ponce,4
2023-04-12,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.73,Valeria Ponce,2
2023-04-13,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.15,Valeria Ponce,3
2023-04-14,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.94,Valeria Ponce,3
2023-04-17,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.16,Valeria Ponce,3
2023-04-18,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.43,Valeria Ponce,4
2023-04-19,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.23,Valeria Ponce,3
2023-04-20,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.25,Valeria Ponce,3
2023-04-21,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.28,Valeria Ponce,3
2023-04-24,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.18,Valeria Ponce,3
2023-04-25,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.58,Valeria Ponce,2
2023-04-26,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.55,Valeria Ponce,2
2023-04-27,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.27,Valeria Ponce,3
2023-04-28,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.24,Valeria Ponce,3
2023-05-02,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.09,Valeria Ponce,3
2023-05-03,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.77,Valeria Ponce,2
2023-05-04,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,2.99,Valeria Ponce,3
2023-05-05,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.1,Valeria Ponce,3
2023-05-08,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.4,Valeria Ponce,4
2023-05-09,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.41,Valeria Ponce,4
2023-05-10,Valeria Ponce,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EBEPRI,ODYQST,Paws and Recreation,3.5,Valeria Ponce,4
2023-01-02,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,4.71,Pedro Rodriguez,5
2023-01-03,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,5.0,Pedro Rodriguez,5
2023-01-04,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,4.61,Pedro Rodriguez,5
2023-01-05,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,4.56,Pedro Rodriguez,5
2023-01-06,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,4.51,Pedro Rodriguez,5
2023-01-09,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,4.46,Pedro Rodriguez,5
2023-01-10,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,4.41,Pedro Rodriguez,5
2023-01-11,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,4.36,Pedro Rodriguez,5
2023-01-12,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,4.81,Pedro Rodriguez,5
2023-01-13,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,4.26,Pedro Rodriguez,5
2023-01-16,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,4.21,Pedro Rodriguez,5
2023-01-17,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,4.16,Pedro Rodriguez,5
2023-01-18,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,4.11,Pedro Rodriguez,5
2023-01-19,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,4.06,Pedro Rodriguez,5
2023-01-20,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,4.01,Pedro Rodriguez,5
2023-01-23,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,4.46,Pedro Rodriguez,5
2023-01-24,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.91,Pedro Rodriguez,5
2023-01-25,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.86,Pedro Rodriguez,5
2023-01-26,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.81,Pedro Rodriguez,5
2023-01-27,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.76,Pedro Rodriguez,5
2023-01-30,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.71,Pedro Rodriguez,4
2023-01-31,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.66,Pedro Rodriguez,4
2023-02-01,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,4.11,Pedro Rodriguez,5
2023-02-02,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.56,Pedro Rodriguez,4
2023-02-03,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.51,Pedro Rodriguez,4
2023-02-07,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.46,Pedro Rodriguez,4
2023-02-08,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.41,Pedro Rodriguez,4
2023-02-09,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.36,Pedro Rodriguez,4
2023-02-10,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.31,Pedro Rodriguez,4
2023-02-13,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.76,Pedro Rodriguez,5
2023-02-14,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.21,Pedro Rodriguez,3
2023-02-15,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.16,Pedro Rodriguez,3
2023-02-16,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.11,Pedro Rodriguez,3
2023-02-17,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.06,Pedro Rodriguez,3
2023-02-20,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.01,Pedro Rodriguez,3
2023-02-21,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.96,Pedro Rodriguez,3
2023-02-22,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.41,Pedro Rodriguez,4
2023-02-23,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.86,Pedro Rodriguez,2
2023-02-24,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.81,Pedro Rodriguez,2
2023-02-27,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.76,Pedro Rodriguez,2
2023-02-28,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-01,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-02,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-03,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,3.06,Pedro Rodriguez,3
2023-03-06,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-07,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-08,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-09,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-10,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-13,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-14,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-15,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-16,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-17,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-21,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-22,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-23,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-24,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-27,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-28,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-29,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-30,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-03-31,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-04-03,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-04-04,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-04-05,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-04-06,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-04-10,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-04-11,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-04-12,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-04-13,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-04-14,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-04-17,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-04-18,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-04-19,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-04-20,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,0.71,Pedro Rodriguez,1
2023-04-21,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,0.71,Pedro Rodriguez,1
2023-04-24,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,0.71,Pedro Rodriguez,1
2023-04-25,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,0.71,Pedro Rodriguez,1
2023-04-26,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,0.71,Pedro Rodriguez,1
2023-04-27,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-04-28,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-05-02,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-05-03,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-05-04,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-05-05,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-05-08,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-05-09,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-05-10,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-05-11,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-05-12,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-05-15,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-05-16,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-05-17,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-05-18,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
2023-05-19,Luis Arce,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EDUSYS,CATPRO,Star Wars: The Furry Awakens,2.72,Pedro Rodriguez,2
